Jantina,Status,Negeri,Salary,House,Years,Housesize,kitchensize,Pecah_dinding,flooring,flooring work,flooring_material,siling,Siling_material,Kabinet Dapur,Design_Cabinet,Jenis_Cabinet,saizbaseunit(ft),saizwallunit(ft),Saiztinggibaseunit(ft),Saiztinggiwallunit (ft),saiztall,Buitin_cabinet,materia_pintukabinet,material_handle,countertop,Materialcountertop,backsplash_wall ,Backplash_wallwork,Material_backsplash,Plumbing,sinki,Elektrik,Wiring_surface,wiring_conceal,Kerja_mengecat,Kos_upah,Kos_keseluruhan
Perempuan,Kahwin,Perak,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,650,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,7,3,4,2,Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,13333
Perempuan,Bujang,Kedah,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,890,198,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,11876,16000
Lelaki,Bujang,Kedah,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,869,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,12000
Perempuan,Bujang,Kedah,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,876,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,8765,11999
Perempuan,Bujang,Johor,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,890,190,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,12044
Perempuan,Bujang,Johor,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,895,199,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9500,12111
Perempuan,Bujang,Negeri Sembilan,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,612,140,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8000,11898
Perempuan,Bujang,Selangor,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,1059,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling PVC,Ya,single Wall shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave;Stove,4G Glass Door,Tictac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9000,12999
Perempuan,Bujang,Johor,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,1076,190,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling Kayu,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9000,12876
Lelaki,Bercerai,Wilayah Persekutuan,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,1076,190,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Knob,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,11098
Perempuan,Bujang,Pulau Pinang,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,1050,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Parquet,Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,9075,12000
Lelaki,Bercerai,Pulau Pinang,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,1070,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8976,12876
Lelaki,Bercerai,Wilayah Persekutuan,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,1080,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling composite,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,9500,12677
Perempuan,Bercerai,Pulau Pinang,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,1050,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Vinyl,Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Potong 45 Degree,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8976,12875
Perempuan,Bujang,Johor,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,1090,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Laminate,Ya,Siling gantung,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Potong 45 Degree,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9899,12987
Lelaki,Bercerai,Negeri Sembilan,B40 ( < RM 4360 ),Kediaman Servis/SoHo,5,1060,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8799,12000
Lelaki,Bujang,Negeri Sembilan,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,1070,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling gantung,Ya,Peninsular,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,Melamine,Handle Knob,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,10233,16098
Perempuan,Bujang,Melaka,"M40 ( RM4,360 - RM 9,619 )",Kediaman Servis/SoHo,5,2110,250,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Knob,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,10000,16765
Lelaki,Kahwin,Johor,B40 ( < RM 4360 ),Kediaman Servis/SoHo,10,2182,240,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Tictac / Tekan Untuk Buka,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,10211,16555
Lelaki,Bujang,Kedah,B40 ( < RM 4360 ),Flat,10,800,190,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,7045,10543
Lelaki,Kahwin,Perak,B40 ( < RM 4360 ),Flat,20,700,170,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,single Wall shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,11000
Perempuan,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,10,600,124,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,2.5,2,Stove,MDF Board Panel,Handle Knob,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,8999,11093
Lelaki,Bujang,Pulau Pinang,B40 ( < RM 4360 ),Flat,10,600,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,2.5,2,Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9072,11897
Perempuan,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,10,600,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,Base unit;wall unit,8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,9888,14989
Perempuan,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,20,600,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,2.5,2,Oven;Microwave;Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8965,12964
Lelaki,Bujang,Pahang,B40 ( < RM 4360 ),Flat,5,600,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,10231,15000
Perempuan,Bujang,Perlis,B40 ( < RM 4360 ),Flat,30,600,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,12899
Perempuan,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,20,800,189,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,9000,12094
Lelaki,Kahwin,Perak,B40 ( < RM 4360 ),Flat,30,800,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9865,12765
Perempuan,Kahwin,Perak,B40 ( < RM 4360 ),Flat,10,800,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8709,12899
Lelaki,Bujang,Pahang,B40 ( < RM 4360 ),Flat,20,800,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Melamine,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,12098
Lelaki,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,10,800,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Melamine,Handle Hidden,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9000,12000
Lelaki,Kahwin,Pulau Pinang,B40 ( < RM 4360 ),Flat,10,800,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Melamine,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9067,12786
Lelaki,Bujang,Pulau Pinang,B40 ( < RM 4360 ),Flat,5,800,186,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Melamine,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9899,11097
Lelaki,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,5,800,185,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,10000,12000
Perempuan,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,10,800,186,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8006,12000
Perempuan,Kahwin,Perak,B40 ( < RM 4360 ),Flat,10,800,190,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L inear shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9000,11000
Lelaki,Kahwin,Perak,B40 ( < RM 4360 ),Flat,5,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,Base unit;wall unit,8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Aluminium Built-in,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9003,12894
Lelaki,Bujang,Pahang,B40 ( < RM 4360 ),Flat,10,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,7043,11056
Lelaki,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,10,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,12000
Perempuan,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,30,700,170,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8943,12094
Perempuan,Kahwin,Terengganu,B40 ( < RM 4360 ),Flat,10,700,170,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Tictac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9007,12095
